link,likes,caption,posting_time
https://www.instagram.com/delhicapitals/p/DJzpXLYNPPV/,"11,590",A stellar 💯 for our Hero of the Match 👏,2025-05-18T19:39:56.000Z
https://www.instagram.com/delhicapitals/p/DJ52wHlNe5q/,"44,182",Ready to bring the storm 🌪️,2025-05-21T05:32:23.000Z
https://www.instagram.com/delhicapitals/p/DJzjUTTTq2j/,"10,520",KL Rahul’s sublime ton earns him the Seamless Performance of the Match vs Gujarat 🙌,2025-05-18T18:47:07.000Z
https://www.instagram.com/delhicapitals/p/DKJklgaT4ZS/,"53,442",Just trusting the process 🤞🇮🇳,2025-05-27T08:01:30.000Z
https://www.instagram.com/delhicapitals/p/DJzCrnbNCN4/,"57,557","We meet again 🫂

#DCvGT [Axar Patel]",2025-05-18T14:01:56.000Z
https://www.instagram.com/delhicapitals/p/DKJgF0_z-KQ/,"140,153",Happy Birthday to the most iconic voice of our generation 🔥💪,2025-05-27T07:22:13.000Z
https://www.instagram.com/fancodeshop/p/DJ8lD72NOAm/,"20,211","Get ready to roar one last time this season 🐯💙
Rep the official Delhi Capitals jersey from the Capitals store.

Link in bio 🔗

#DelhiCapitals #OfficialMerch #RoarMacha #T20",2025-05-22T06:59:40.000Z
https://www.instagram.com/delhicapitals/p/DJzOou9Np5N/,"317,190","Dilli is home. He is home 💙❤️

#DCvGT [KL Rahul]",2025-05-18T15:46:24.000Z
https://www.instagram.com/delhicapitals/p/DKBp9MwNaER/,"30,239",The intensity never dips 💪🔥,2025-05-24T06:14:30.000Z
https://www.instagram.com/delhicapitals/p/DJ7MHFMNXlC/,"37,896",Hurting.,2025-05-21T17:58:15.000Z
https://www.instagram.com/delhicapitals/p/DKBQXbjNa-v/,"39,298","For one last time this season – Roar Macha 💙❤️

#PBKSvDC",2025-05-24T02:30:00.000Z
https://www.instagram.com/delhicapitals/p/DJ3HpPUTLdl/,"64,258",KL📍Wankhede is different gravy 😮‍💨,2025-05-20T04:02:16.000Z
https://www.instagram.com/delhicapitals/p/DJ6-8WqzpsE/,"61,278","Time for our batters to shine 🤞💙

#MIvDC",2025-05-21T16:03:12.000Z
https://www.instagram.com/delhicapitals/p/DJv8NJ3TIzx/,"55,428",Practice game done right 🏏💙,2025-05-17T09:07:38.000Z
https://www.instagram.com/delhicapitals/p/DJtMwYfT0my/,"47,969",Back in our Qila Kotla 💙❤️,2025-05-16T07:34:32.000Z
https://www.instagram.com/delhicapitals/p/DKC_An5NwRT/,"60,505","“𝘚𝘩𝘶𝘳𝘶 𝘶𝘯𝘩𝘰𝘯𝘦 𝘬𝘪𝘺𝘢 𝘵𝘩𝘢, 𝘬𝘩𝘢𝘵𝘢𝘮 𝘩𝘶𝘮 𝘬𝘢𝘳𝘦𝘯𝘨𝘦” 😮‍💨👏

#PBKSvDC [Ashutosh Sharma, Sameer Rizvi]",2025-05-24T18:37:42.000Z
https://www.instagram.com/delhicapitals/p/DJjt9E7zJvu/,"418,680",Kohli’s final match in whites just had to be in Dilli 🥹🤍,2025-05-12T15:12:13.000Z
https://www.instagram.com/delhicapitals/p/DKCnMXeNzrI/,"28,385","Innovate against Vippi at your own risk 😎

[Vipraj Nigam] #PBKSvDC",2025-05-24T16:12:28.000Z
https://www.instagram.com/delhicapitals/p/DJ7aOxutOPh/,"5,660",Vipraj's quick-fire knock won hearts 🙌,2025-05-21T20:07:27.000Z
https://www.instagram.com/delhicapitals/p/DJ61Q4-NTEN/,"35,050","Fizz gets us our first wicket tonight 🔥

#MIvDC [Mustafizur Rahman]",2025-05-21T14:38:37.000Z
https://www.instagram.com/delhicapitals/p/DKM9Ha7TS6u/,"92,315","Written on the boards, etched in our hearts 💙❤️",2025-05-28T15:33:34.000Z
https://www.instagram.com/delhicapitals/p/DKZseKezDoq/,"45,007",The World Cup is coming to Vizag 🤩🔥,2025-06-02T14:18:15.000Z
https://www.instagram.com/delhicapitals/p/DKMBorJzb4c/,"17,614",KLR led the charge and emerged as our @Dream11 🔝 performer 🚀 🙌,2025-05-28T06:53:49.000Z
https://www.instagram.com/delhicapitals/p/DJo4lW_zKMf/,"34,643","We’re living in the 𝘽𝙖𝙥𝙪𝙫𝙚𝙧𝙨𝙚 💥💪

[Axar Patel]",2025-05-16T07:33:11.000Z
https://www.instagram.com/delhicapitals/p/DKSIv6VTzxk/,"804,600","He’s coming for more 🔥

[Karun Nair]",2025-05-30T15:51:25.000Z
https://www.instagram.com/delhicapitals/p/DJtgbzcz2kB/,"5,897","Let’s fill Qila Kotla with our roars AGAIN 🤩💙

Book your tickets for #DCvGT on @districtupdates NOW!

#LifeInYourDistrict #DistrictbyZomato #DelhiCapitals",2025-05-16T10:56:48.000Z
https://www.instagram.com/delhicapitals/p/DJzQUwWNiZ6/,"90,782","Let’s carry the momentum in our bowling 💪

#DCvGT [KL Rahul, Tristan Stubbs]",2025-05-18T16:01:53.000Z
https://www.instagram.com/delhicapitals/p/DKDFYSYNEzL/,"9,943","A finish of the highest order from Sameer sees him top the @dream11 fantasy table tonight 💪

#AapkiTeamMainKaun",2025-05-24T19:33:22.000Z
https://www.instagram.com/delhicapitals/p/DJzHMVONxkj/,"316,999","KL’s calm but he’s also fastttt 💨

#DCvGT [KL Rahul]",2025-05-18T14:41:22.000Z
https://www.instagram.com/delhicapitals/p/DKblaPFNwzu/,"48,655",DC Toli's love captured on canvas 💙❤️,2025-06-03T07:55:01.000Z
https://www.instagram.com/delhicapitals/p/DKY7ZkszFtg/,"358,575","Bigger the stage, crazier the show 💪

ODI cricket will miss you, Maxi 💙❤️",2025-06-02T07:09:27.000Z
https://www.instagram.com/delhicapitals/p/DJnvkuxqTSp/,"379,819",In position and ready to lift-off 🚀,2025-05-14T04:43:20.000Z
https://www.instagram.com/delhicapitals/p/DKV9gq_zK7s/,"444,248","Their biggest fans and first supporters 💙❤️

#WorldParentsDay",2025-06-01T03:30:00.000Z
https://www.instagram.com/delhicapitals/p/DKC1p1Qtzr9/,"43,832","A debut that showed a lot of promise 🙌

Well played, Sedi 👏

#PBKSvDC",2025-05-24T17:15:57.000Z
https://www.instagram.com/livfastenergy/p/DKL7y2eSPFB/,"2,688","Thank you, DC!
For bringing the heat, the hustle, and the energy all season long.

Here’s to a power-packed partnership and the fans who felt every moment.
Grab the DC x Livfast limited edition from your nearest Livfast dealer today.

#Livfast #Dilli #DCLimitedEdition #ThankYouDC #OfficialEnergyPartner #CricketEnergy",2025-05-28T06:02:47.000Z
https://www.instagram.com/delhicapitals/p/DJ7Zr2-N0yr/,"4,400",Kuldeep turned up with a heroic spell against Mumbai 👏,2025-05-21T19:56:52.000Z
https://www.instagram.com/delhicapitals/p/DJ3pxMdNviU/,"5,032","Follow 3️⃣ simple steps aur ek special DC x JSW Paints gift aapka 🎁

➡️ Follow @jswpaints and @delhicapitals on Instagram
➡️ Comment your fav DC memory
➡️ Add  and  on your comment

🚨 Contest live until 23rd May 🚨

T&C Apply: Check the link in the bio for details",2025-05-20T09:00:27.000Z
https://www.instagram.com/delhicapitals/p/DJrC-y1TXBr/,"148,871","Rahul in front of a 𝘮𝘢𝘥𝘥𝘩𝘢𝘮 𝘴𝘶𝘳𝘢𝘫 never goes out of style ☀️😌

[KL Rahul]",2025-05-16T07:36:30.000Z
https://www.instagram.com/delhicapitals/p/DKCdpFeNhak/,"85,800","🦁🐯

#PBKSvDC [Faf du Plessis]",2025-05-24T13:46:08.000Z
https://www.instagram.com/delhicapitals/p/DJzQAXlN6Lq/,"489,420","Fifth IPL hundred from the bat of the beast 🥵

#DCvGT [KL Rahul]",2025-05-18T15:58:22.000Z
https://www.instagram.com/delhicapitals/p/DKZf3cqT-6I/,"39,653",Mukesh with the red cherry 🔥,2025-06-02T12:28:06.000Z
https://www.instagram.com/delhicapitals/p/DJj1Pazt3wZ/,"19,260",Wishing our ever-reliable ShikhyP a very happy birthday! 💙❤️,2025-05-12T16:15:53.000Z
https://www.instagram.com/delhicapitals/p/DJ3OwBRz3xn/,"31,857",Manvanth with the lefty elegance 🤌🫶,2025-05-20T05:04:22.000Z
https://www.instagram.com/delhicapitals/p/DJj7tuWtPVb/,"292,517","Sunday, we resume our roars at Kotla 💙❤️",2025-05-12T17:12:27.000Z
https://www.instagram.com/delhicapitals/p/DJ-rfuOTfgv/,"6,673","It’s happening... for one last time this season! 🤩

Here are the 3️⃣0️⃣ lucky fans who are ready to meet their fav DC player virtually! 🙌

#DCFanSabha",2025-05-23T02:30:00.000Z
https://www.instagram.com/delhicapitals/p/DJrSLqANe5N/,"16,183",Elevate your drip game DC style with Valiente 🧢,2025-05-15T13:43:28.000Z
https://www.instagram.com/delhicapitals/p/DJ5vkInTuuK/,"57,279","𝙍𝙪𝙣 𝙞𝙩 𝙪𝙥 🔥💪

#MIvDC",2025-05-21T04:29:35.000Z
https://www.instagram.com/delhicapitals/p/DJuKht2tf3U/,"103,376","Karun and Mukesh in whites, soooon in England 🥹🇮🇳",2025-05-16T16:34:17.000Z
https://www.instagram.com/fancodeshop/p/DJqgl8Ttrvl/,"27,631","The Capitals want you to #RoarMacha now more than ever 🔥

Show your support by sporting the official jersey. Get now from the Delhi Capitals Store 🛒

Link in bio 🔗

#DelhiCapitals #OfficialMerch #RoarMacha #T20",2025-05-15T06:30:09.000Z
https://www.instagram.com/delhicapitals/p/DKMwbDZqlD0/,"110,962","A season defined by resilience, precision, and unwavering spirit.

Thank you to our Global Logistics Partner, DP World, for being the steady force behind every step of the journey. 💙❤️",2025-05-28T13:42:39.000Z
https://www.instagram.com/delhicapitals/p/DKB_JOMtgEp/,"415,942","After eight years of hard work and unseen sacrifices 🥹🇮🇳

[Karun Nair]",2025-05-24T09:19:38.000Z
https://www.instagram.com/delhicapitals/p/DKD1FnUt5HM/,"637,161","We’re everything because of you, our fans! 💙❤️

We’ll come back stronger next season. Until then, thank you and see you soon 🫰",2025-05-25T04:06:24.000Z
https://www.instagram.com/delhicapitals/p/DJ7ZBRENC5l/,"5,941","Vipraj, our shining star tonight 👏",2025-05-21T19:51:04.000Z
https://www.instagram.com/delhicapitals/p/DJ6jdsdTXfF/,"130,500","High stakes, higher motivation 🔥

#MIvDC",2025-05-21T12:03:05.000Z
https://www.instagram.com/delhicapitals/p/DJwiKtRNHIO/,"44,739","🚨UPDATE: Everyone who had bought a ticket for the 11th May #DCvGT fixture, don’t worry - your ticket will remain valid for the rescheduled game on 18th May. 💙❤️",2025-05-17T14:40:24.000Z
https://www.instagram.com/delhicapitals/p/DKCuDIKTTki/,"25,449","Time for the chase 🙌

#PBKSvDC",2025-05-24T16:11:26.000Z
https://www.instagram.com/delhicapitals/p/DKURYIhTFt7/,"223,778",This is just the beginning 🔥💪,2025-05-31T11:45:17.000Z
https://www.instagram.com/delhicapitals/p/DKCiD8Qz596/,"44,352","Fizz & Stubbsy combine for an early strike ⚡🤟

[Mustafizur Rahman, Tristan Stubbs]",2025-05-24T14:30:48.000Z
https://www.instagram.com/delhicapitals/p/DJ68fD3zOyT/,"80,640","Muki’s hugs — pre-match 🆚 in-match 😅

#MIvDC [Mukesh Kumar, Ashutosh Sharma]",2025-05-21T15:41:43.000Z
https://www.instagram.com/delhicapitals/p/DJvlC2lThBY/,"48,339",Naam mei hi likha hai toh cross karna hi tha 🤩🔥,2025-05-17T05:45:15.000Z
https://www.instagram.com/delhicapitals/p/DKUMbWPzCq_/,"233,063","Returns, scores a double hundred and celebrates by kissing the 🇮🇳 badge!

This is Karun Nair 🔥",2025-05-31T11:02:02.000Z
https://www.instagram.com/delhicapitals/p/DKCksM0z7iv/,"27,409",Trust in ‘safe as a house’ Stubbs 😎💙,2025-05-24T14:47:43.000Z
https://www.instagram.com/delhicapitals/p/DKG5VJ9z4j1/,"303,608","Humara dil, Class of 2025 💙❤️

Until we meet again 🙌",2025-05-26T07:05:02.000Z
https://www.instagram.com/delhicapitals/p/DJy5SqbtS1E/,"31,929","Qila Kotla, here we come 💙❤️",2025-05-18T12:39:53.000Z
https://www.instagram.com/delhicapitals/p/DJ7YdXUt5e-/,"8,029","Sameer’s knock made him our @dream11 fantasy leader tonight 🙌

#AapkiTeamMainKaun",2025-05-21T19:46:09.000Z
https://www.instagram.com/dctoli/p/DJyoIwpzDs8/,"60,620","Dilliwalon! aaj sabhi Darwaaze Kotla ki ore khulenge 💙❤️

#IPL2025 #DCvGT",2025-05-18T10:09:59.000Z
https://www.instagram.com/delhicapitals/p/DJvgRRrzUkE/,"48,694",Maddy and Sam in sync for the hits 🔥,2025-05-17T05:03:32.000Z
https://www.instagram.com/delhicapitals/p/DJzLHN5NRZq/,"49,329","Foundation laid, let’s keep going 👊

#DCvGT [KL Rahul, Abishek Porel]",2025-05-18T15:15:37.000Z
https://www.instagram.com/delhicapitals/p/DJqaZH1znMQ/,"55,700",Back in Dilli to face the bright lights 💙💪,2025-05-15T05:35:58.000Z
https://www.instagram.com/delhicapitals/p/DKY-Y2MTrRt/,"120,792","Always a pleasure watching Smudgy bat… and dance 💙🎂

[Steve Smith]",2025-06-02T07:35:34.000Z
https://www.instagram.com/delhicapitals/p/DKCoy9RtJpw/,"14,540","Humare rockstar Muki bhai 🤘🤘

[Mukesh Kumar] #PBKSvDC",2025-05-24T16:12:06.000Z
